epoch,loss_train,u_err,v_err,p_err
10,1.8568007946014404,0.7743311524391174,0.2188669741153717,0.8834730982780457
20,1.4906822443008423,1.0415047407150269,0.21476894617080688,0.9269061088562012
30,1.388631820678711,0.8638588786125183,0.2187729924917221,0.9167008399963379
40,1.3918803930282593,0.8488472700119019,0.21897879242897034,0.9035190343856812
50,1.3747316598892212,0.907424807548523,0.21997837722301483,0.8910029530525208
60,1.3651553392410278,0.8680422902107239,0.22193798422813416,0.8674792051315308
70,1.360327124595642,0.8779201507568359,0.2237831950187683,0.8480705618858337
80,1.3560073375701904,0.8776664733886719,0.2256929576396942,0.8291909098625183
90,1.3521192073822021,0.874330461025238,0.22818376123905182,0.8125861287117004
100,1.348297119140625,0.8751539587974548,0.22954130172729492,0.8059481978416443
110,1.3439916372299194,0.8716062903404236,0.23011253774166107,0.8012027144432068
120,1.338464617729187,0.8695499300956726,0.230054572224617,0.8015449047088623
